Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_replyContent_pred
6041,the number of likes for this review is 0. the version of the app is 32.0. i continue to possess the outdated edition.,4,0,32.0,"it took 0 days 00:39:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback and ask you to stay tuned for the upcoming bankapp update. thanks~riyo",0 days 00:39:00,4.05431
6042,the number of likes for this review is 0. the version of the app is 33.0. 👍👍👍👍👍,4,0,33.0,"it took 0 days 00:54:00 for the developer to reply to a user's review. thanks for your review. we trust the bankapp application will ease your transactions. regards, tika.",0 days 00:54:00,3.9821122
6043,the number of likes for this review is 0. the version of the app is nan. nice,4,0,,"it took 0 days 00:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features that simplify transactions for bank friends. thanks~winky",0 days 00:32:00,4.0179796
6044,the number of likes for this review is 0. the version of the app is 32.0. extremely simple.,4,0,32.0,"it took 0 days 02:24:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app will simplify your transactions. thanks, tika.",0 days 02:24:00,3.9911094
6045,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:41:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. keep utilizing the bankapp app for easy transactions. thanks~rida",0 days 00:41:00,4.03276
6046,the number of likes for this review is 0. the version of the app is 33.0. why does it continuously crash when i attempt to sign up for bankapp? the signature section shows a system error message. this issue has persisted for nearly a week! constant efforts throughout the day and night have been futile. please address this problem.,0,0,33.0,"it took 0 days 01:56:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have faced. to investigate, please email us a screenshot of the error at bankapp.co.id. if everything is working well now, we would appreciate a -star rating from you. thanks~ulfa",0 days 01:56:00,0.29661742
6047,"the number of likes for this review is 1. the version of the app is 32.0. from january , , you will not be able to withdraw cash from the app. indeed, the app has many issues specifically with bank. anyone using bank might find their money being drained and may want to switch from bank. this is misleading.",0,1,32.0,"it took 0 days 01:09:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you encountered. ensure that you have updated to the newest version of the bankapp app and that your internet connection is stable. bankapp services are currently operating normally. if you are not facing any problems, we would appreciate a -star rating from your bank friend. thanks ~ rida",0 days 01:09:00,0.045808803
6048,the number of likes for this review is 0. the version of the app is 19.0. super cepat layananya,4,0,19.0,"it took 0 days 02:35:00 for the developer to reply to a user's review. thanks for using the bankapp app, and remember to explore other exciting features that simplify your transactions. regards, banu",0 days 02:35:00,3.9736266
6049,the number of likes for this review is 0. the version of the app is 22.0. extremely useful,4,0,22.0,"it took 0 days 11:56:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. keep using the bankapp app and benefit from its easy transactions. thanks~rida",0 days 11:56:00,4.007621
6050,"the number of likes for this review is 0. the version of the app is 33.0. very helpful, easy²an smoothly continue without any obstacles",4,0,33.0,it took 1 days 22:05:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions for bank pals. thanks~najwa,1 days 22:05:00,3.9958096
6051,the number of likes for this review is 0. the version of the app is nan. gagal trus.,0,0,,"it took 0 days 00:19:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. for verification, please send the response you receive as an image to bank's official whatsapp at or via email at bankapp.co.id. if you have not had any difficulties, we had appreciate a -star rating from you. thanks~rida",0 days 00:19:00,0.068104364
6052,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,it took 0 days 20:48:00 for the developer to reply to a user's review. thank you for your feedback. i hope the bankapp app simplifies your transactions. thanks ~ chess,0 days 20:48:00,4.0129056
6053,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,it took 0 days 14::00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to check out other exciting features that simplify transactions for bank friends. thanks~winky,0 days 14::00,3.9984443
6054,the number of likes for this review is 0. the version of the app is 32.0. why yes i have entered the account number with bnr but still cannot please fix it in an easy way,4,0,32.0,"it took nan for the developer to reply to a user's review. bank friend, we regret the issues you’ve encountered. for further assistance, please provide problem details via email bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks~kei",,4.031527
6055,the number of likes for this review is 0. the version of the app is 32.0. the bikini car's smooth transmission.,4,0,32.0,"it took 0 days 00:44:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions for you. thanks, riyo.",0 days 00:44:00,4.010629
6056,the number of likes for this review is 0. the version of the app is nan. love it,4,0,,"it took 0 days 03:02:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks ~ debi",0 days 03:02:00,3.982035
6057,"the number of likes for this review is 0. the version of the app is nan. that is the reason i cannot use it; i installed it, yet it remains unusable.",2,0,,"it took 0 days 01:07:00 for the developer to reply to a user's review. dear bank friend, we want to let you know that the bankapp app network is functioning normally. please try again at intervals, ensuring that your internet connection is stable and that you are using the latest version of the bankapp app. if you have not encountered any issues, we would appreciate a -star rating from you. thank you, galih",0 days 01:07:00,0.2209761
6058,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 15:02:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to check out its other exciting features that simplify transactions. thanks, mawar.",0 days 15:02:00,3.9966073
6059,"the number of likes for this review is 0. the version of the app is nan. i created an online account and frequently used it for transactions, but now i cannot log in because i've lost my cellphone number. what should i do?",0,0,,"it took 0 days 02:57:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. for further assistance, kindly send a detailed message through bank's official whatsapp at or email at bankapp.co.id. if there have been no issues, we would appreciate a -star rating from you. thank you~ erza",0 days 02:57:00,0.05937164
