Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_review_pred
6855,the number of likes for this review is 0. the version of the app is 33.0. all tasks are simplified with the help of bankapp.,4,0,33.0,"it took 0 days 03:22:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and remind you to explore other fascinating features that simplify your transactions. thanks, mawar.",0 days 03:22:00,3.943959
6856,the number of likes for this review is 0. the version of the app is nan. i truly enjoy using the app; it has a wealth of fascinating features.,4,0,,"it took 2 days 05:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to check out other exciting features that simplify transactions for our bank friends. thanks, najwa.",2 days 05:22:00,3.9418867
6857,the number of likes for this review is 0. the version of the app is 32.0. very useful,4,0,32.0,"it took 0 days 02:15:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for hassle-free transactions. thanks, galih.",0 days 02:15:00,3.9095342
6858,the number of likes for this review is 0. the version of the app is nan. extremely helpful,4,0,,"it took 16 days 01:12:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, uswah.",16 days 01:12:00,3.9947073
6859,"the number of likes for this review is 0. the version of the app is 33.0. please enhance the security measures, as my bankapp has malfunctioned and it can only be accessed through a phone number.",0,0,33.0,"it took 0 days 00:58:00 for the developer to reply to a user's review. hello, friend bank. we want to let you know that bank bank prioritizes the privacy of customer information and finances. always stay cautious of messages claiming to be from bank. never disclose details like your user id, password, bankapp pin/atm card, or otp code to prevent unauthorized transactions. thank you. ~banu",0 days 00:58:00,1.2216245
6860,the number of likes for this review is 0. the version of the app is 33.0. steady soul,4,0,33.0,"it took 6 days 01:50:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, chess.",6 days 01:50:00,3.9359884
6861,the number of likes for this review is 0. the version of the app is 33.0. i am quite satisfied,4,0,33.0,"it took 0 days 11:28:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore additional features that simplify your transactions. thanks, lily.",0 days 11:28:00,4.016198
6862,the number of likes for this review is 0. the version of the app is 33.0. mentul,4,0,33.0,"it took 0 days 00:19:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to check out other exciting features that simplify transactions for bank friends. thanks, dio.",0 days 00:19:00,3.8962827
6863,"the number of likes for this review is 0. the version of the app is 33.0. i want to create bank bankapp, but whenever i try to fill out the data, it always requires me to start over continuously. up until now, i have not been successful. in my opinion, it is very difficult and complicated. the issue seems to be that it is challenging to complete.",0,0,33.0,"it took 0 days 00:54:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience caused. for further assistance, please email the details of the issue to bankapp.co.id. thanks~uswah",0 days 00:54:00,0.409943
6864,the number of likes for this review is 0. the version of the app is 32.0. why am i receiving a notification that a number cannot be found when my account tries to top up funds? it is been two days and i still cannot do it!,2,0,32.0,"it took 0 days 09:49:00 for the developer to reply to a user's review. dear friend bank, we apologize for any inconvenience caused. to investigate the issue, kindly send the problem details to bankapp.co.id, or via instagram dm , or twitter , , . if everything is satisfactory, we would appreciate a -star rating from our bank friends. thanks, belin.",0 days 09:49:00,0.5315645
6865,the number of likes for this review is 0. the version of the app is 32.0. extremely useful and aids in carrying out transactions and meeting various requirements.,4,0,32.0,"it took 0 days 01:15:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 01:15:00,3.9109483
6866,the number of likes for this review is 0. the version of the app is 33.0. facilitate transactions,4,0,33.0,"it took 0 days 16:58:00 for the developer to reply to a user's review. dear friend bank, i appreciate your review. i hope the bankapp app simplifies your transactions. thanks, arthur",0 days 16:58:00,3.9393628
6867,the number of likes for this review is 0. the version of the app is 33.0. 👍👍👍,4,0,33.0,"it took 0 days 20:59:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore its other exciting features for smoother transactions. thanks, oscar.",0 days 20:59:00,3.9340632
6868,the number of likes for this review is 0. the version of the app is 32.0. sangat membantu,4,0,32.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, lily.",0 days 00:29:00,3.975005
6869,the number of likes for this review is 0. the version of the app is 32.0. keren,4,0,32.0,"it took 8 days 08:05:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app will simplify transactions. thanks, sammy.",8 days 08:05:00,3.9367132
6870,the number of likes for this review is 0. the version of the app is nan. pleasant,4,0,,"it took 13 days 04:44:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other exciting features to simplify transactions for bank friends. thanks, lena.",13 days 04:44:00,3.8536196
6871,the number of likes for this review is 0. the version of the app is 32.0. easier,4,0,32.0,"it took 2 days 09:12:00 for the developer to reply to a user's review. hello, bank friend. we appreciate your use of the bankapp app. remember to check out other exciting features that simplify transactions. thanks, najwa.",2 days 09:12:00,3.9034593
6872,the number of likes for this review is 0. the version of the app is 33.0. unable to take out money despite the network being operational because it keeps loading.,0,0,33.0,"it took 0 days 17:16:00 for the developer to reply to a user's review. dear bank friend, we want to let you know that the bankapp app network is functioning normally. please try again periodically and ensure that your internet connection is stable and that you are using the latest version of the bankapp app. if everything works smoothly, we would appreciate a -star rating from you. thanks~belin",0 days 17:16:00,-0.012418832
6873,"the number of likes for this review is 0. the version of the app is 33.0. with bankapp, everything is straightforward. amazing! please provide another update; it is impossible to make transfers at night when necessary. 👍👍👍👍👍",4,0,33.0,"it took nan for the developer to reply to a user's review. thank you for choosing the bankapp app. remember to explore other exciting features for smoother transactions. thanks, andi.",,3.6445198
