Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
8153,the number of likes for this review is 0. the version of the app is nan. consistently struggling with video recording? downloading this to simplify the process is actually making it more complicated.,0,0,,"it took 1 days 11:47:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience. to investigate further, please send an image of the response you got via bank's official whatsapp at . if everything is fine and there are no issues, we would appreciate a -star rating from you. thank you~asri",1 days 11:47:00,0.2122143
8154,"the number of likes for this review is 0. the version of the app is nan. it is very difficult to log in. even after entering the username and password, and receiving a login link via sms, when clicking it, it says the link has been sent again by sms.",0,0,,"it took 0 days 15:54:00 for the developer to reply to a user's review. bank friend, kindly email the problem details to bankapp.co.id. if everything is fine, we hope you give us a -star rating. thanks~mawar",0 days 15:54:00,0.16818596
8155,the number of likes for this review is 0. the version of the app is 33.0. this application is not precise because the balance does not change at all during transactions.,2,0,33.0,"it took 0 days 02:37:00 for the developer to reply to a user's review. hello friend bank, if you encounter any issues, you can share the response that appears as images through whatsapp at or via email at bankapp.co.id. the bankapp app has recently been enhanced. we would appreciate a -star review from you. thanks~tika",0 days 02:37:00,0.22343507
8156,the number of likes for this review is 0. the version of the app is 33.0. bankapp is excellent; everything can be resolved.,4,0,33.0,"it took 0 days 15:19:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features designed to simplify your transactions. thanks~arum",0 days 15:19:00,3.9405932
8157,the number of likes for this review is 0. the version of the app is 33.0. very fast and easy satisfying customers,4,0,33.0,"it took 0 days 00:23:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, priska.",0 days 00:23:00,3.9866352
8158,the number of likes for this review is 0. the version of the app is 33.0. extremely useful and straightforward.,4,0,33.0,"it took 0 days 00:56:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. regards, oscar",0 days 00:56:00,3.9892578
8159,the number of likes for this review is 0. the version of the app is nan. russian app!!! 😡😡😡😡,0,0,,"it took 0 days 12:39:00 for the developer to reply to a user's review. hello bank friend, if you encounter any issues, kindly send the details to email bankapp.co.id. if everything is working fine for you, we hope to receive a -star rating from you. thanks~ulfa",0 days 12:39:00,0.1574406
8160,the number of likes for this review is 0. the version of the app is 30.0. i'm a bank orderly.,4,0,30.0,"it took 0 days 02::00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",0 days 02::00,3.948853
8161,the number of likes for this review is 0. the version of the app is 33.0. wishing you many blessings.,4,0,33.0,"it took 0 days 01:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features that simplify transactions. thanks~arum",0 days 01:18:00,3.9858663
8162,the number of likes for this review is 0. the version of the app is nan. extremely useful.,4,0,,"it took 0 days 20:09:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other features that simplify transactions. thanks, mawar.",0 days 20:09:00,4.006539
8163,the number of likes for this review is 0. the version of the app is 32.0. very good,4,0,32.0,"it took 0 days 03:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore our other exciting features for hassle-free transactions. thanks, shima.",0 days 03:18:00,3.9517663
8164,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 00:16:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~mia",0 days 00:16:00,3.983714
8165,the number of likes for this review is 0. the version of the app is 33.0. quite satisfactory.,3,0,33.0,"it took 0 days 18:15:00 for the developer to reply to a user's review. dear bank friend, thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks~belin",0 days 18:15:00,3.9850087
8166,the number of likes for this review is 0. the version of the app is 33.0. bankapp lemot,4,0,33.0,"it took nan for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. kindly ensure that the internet data connection you are using is stable and normal to facilitate smooth transactions. thanks~heru",,4.0025773
8167,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 0 days 01:21:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other convenient features for smoother transactions. thanks, banu.",0 days 01:21:00,3.9913046
8168,the number of likes for this review is 0. the version of the app is 32.0. it is certainly simpler and more cost-effective.,4,0,32.0,"it took 0 days 00:11:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope that the bankapp app simplifies your transactions. thanks, una.",0 days 00:11:00,3.9510715
8169,the number of likes for this review is 0. the version of the app is nan. jos,4,0,,"it took 0 days 01:02:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, chess.",0 days 01:02:00,3.9666638
8170,"the number of likes for this review is 0. the version of the app is 33.0. after repeatedly trying times, i am still deeply frustrated with bank's service. i went to the center twice but still did not get any results, and it was a pointless effort that just wasted my money.",0,0,33.0,"it took 0 days 00:59:00 for the developer to reply to a user's review. hello bank friend, kindly provide full details through whatsapp at or email at bankapp.co.id for verification and further action. if everything is in order, we hope your friend will rate us stars. thanks, una",0 days 00:59:00,0.15255146
8171,the number of likes for this review is 0. the version of the app is 33.0. the early hours of the morning are frequently incorrect; please correct it.,0,0,33.0,"it took 0 days 09:08:00 for the developer to reply to a user's review. hello, friend bank. we are sorry for any issues you have encountered. to follow up, please send the problem details through whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, diva.",0 days 09:08:00,0.115303956
