Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,roberta_review_pred
7341,"the number of likes for this review is 0. the version of the app is 33.0. i've just opened an account and transferred or deposited cash, but i'm stuck with the loading screen on the cash withdrawal option using bankapp, even though other menu options work smoothly. i asked customer service who said it is a network issue, but if it were the network, i should not be able to access other menus. sigh.",0,0,33.0,"it took 0 days 08::00 for the developer to reply to a user's review. dear bank friend, we apologize for the issues you encountered. to address them, kindly provide details through bank's official whatsapp at or via email at bankapp.co.id. if you are not facing any problems, we would appreciate a -star rating from you. thanks~bevi",0 days 08::00,0.38245076
7342,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 00:46:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional features that simplify transactions. thank you, mawar.",0 days 00:46:00,3.9639173
7343,the number of likes for this review is 0. the version of the app is 32.0. bank bank is the top bank in indonesia in terms of its quality.,4,0,32.0,"it took 0 days 00:02:00 for the developer to reply to a user's review. hello, bank friend. if you encounter any issues, please send a screenshot of the error through whatsapp at or email bankapp.co.id. the bankapp app has now been upgraded for better performance. thanks, una.",0 days 00:02:00,3.9605937
7344,the number of likes for this review is 0. the version of the app is 32.0. baguskkkk,4,0,32.0,"it took 0 days 01:20:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app will simplify your transactions. regards, una.",0 days 01:20:00,3.846128
7345,the number of likes for this review is 0. the version of the app is 32.0. excellent,4,0,32.0,it took 0 days 03:04:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks! ~arum,0 days 03:04:00,3.9866178
7346,"the number of likes for this review is 0. the version of the app is 33.0. why do you want to use bankapp to withdraw cash now, given that there are plenty of quotas and good signals available?",0,0,33.0,"it took 0 days 00:54:00 for the developer to reply to a user's review. bank customer, kindly send the issue details to bankapp.co.id via email. if everything is satisfactory, we would appreciate a -star rating. thank you, mawar",0 days 00:54:00,1.1049085
7347,the number of likes for this review is 0. the version of the app is 33.0. excellent and straightforward.,4,0,33.0,"it took 1 days 12:16:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore various features that simplify transactions for bank friends. thanks, dio.",1 days 12:16:00,3.830425
7348,the number of likes for this review is 0. the version of the app is 32.0. simpler😊,4,0,32.0,it took 12 days 21:37:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other convenient features for smoother transactions. thanks~lily,12 days 21:37:00,3.845582
7349,the number of likes for this review is 0. the version of the app is 33.0. nice,3,0,33.0,"it took 0 days 14:42:00 for the developer to reply to a user's review. we appreciate your feedback. keep enhancing your banking experience with the bankapp app. thanks, uswah.",0 days 14:42:00,3.67481
7350,"the number of likes for this review is 0. the version of the app is 33.0. men using bankapp frequently encounter issues after hours, so please address this promptly.",0,0,33.0,"it took 0 days 08:45:00 for the developer to reply to a user's review. friend bank, we apologize for any trouble you have encountered. at present, the bankapp app is functioning as usual. kindly ensure that your internet connection is stable. if issues persist, please notify us at bankapp.co.id. if everything is working fine, we would appreciate a -star rating from you. thank you~lena",0 days 08:45:00,0.9733024
7351,the number of likes for this review is 0. the version of the app is nan. very convenient.,4,0,,"it took 0 days 14:37:00 for the developer to reply to a user's review. hello bank friends, we appreciate you using bankapp; let us streamline your everyday transactions. thanks, bevi.",0 days 14:37:00,3.847506
7352,the number of likes for this review is 0. the version of the app is nan. i simply wanted to download it but i am unable to.,2,0,,"it took 0 days 20:14:00 for the developer to reply to a user's review. dear bank friend, kindly email the details of the issue to bankapp.co.id. if everything is fine, we would appreciate a -star rating. thank you~mawar",0 days 20:14:00,0.24896154
7353,the number of likes for this review is 0. the version of the app is 31.0. penanganan masalah terasa disepelekan,0,0,31.0,"it took 0 days 08:18:00 for the developer to reply to a user's review. dear bank customer, kindly email the specifics of the issue to bankapp.co.id. if everything is satisfactory, we hope you will rate us stars. thank you, mawar.",0 days 08:18:00,3.8921413
7354,"the number of likes for this review is 0. the version of the app is 33.0. verify if there are any errors or mutations in the refreshed data, considering that no one has accessed or entered it.",2,0,33.0,"it took 0 days 11:10:00 for the developer to reply to a user's review. dear bank customer, the bankapp app is functioning properly at the moment. please ensure your internet connection is stable. if you continue to encounter issues, kindly email the specifics of your problem to bankapp.co.id. if everything is working fine, we would appreciate a -star rating from you. thank you, bevi.",0 days 11:10:00,1.6926888
7355,"the number of likes for this review is 0. the version of the app is nan. i apologize, but this bankapp app is not working well. i cannot log in because there is no connection, even though other applications are running smoothly. only bankapp is having issues. please resolve this, thanks.",0,0,,"it took 0 days 04:50:00 for the developer to reply to a user's review. hello friend bank, we are sorry for any trouble you encountered. if you face any issues, please share the details through bank's official whatsapp or email bankapp.co.id. if bankapp works well for you, we look forward to a -star rating from you. thanks~lily",0 days 04:50:00,0.30519116
7356,the number of likes for this review is 0. the version of the app is 32.0. very good,4,0,32.0,it took 1 days 13:57:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks~dio,1 days 13:57:00,3.7812703
7357,the number of likes for this review is 0. the version of the app is 32.0. bank is amazing,4,0,32.0,"it took 8 days 08:29:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",8 days 08:29:00,3.9743662
7358,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 01:48:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 01:48:00,3.6976798
7359,the number of likes for this review is 0. the version of the app is 33.0. regular disruptions and constant financial hold-ups.,0,0,33.0,"it took 0 days 02:02:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, please email the problem details to bankapp.co.id. if you have not faced any issues, we would appreciate a -star rating from you. thank you~ulfa",0 days 02:02:00,0.40001813
